month,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
#date+month,#event+id,,#event+code,#event+code,#date+occurred,#date+year,#meta+time_precision,#event+type,#event+subtype,#group+name+first,#group+name+first+assoc,,#group+name+second,#group+name+second+assoc,,,#region+name,#country+name,#adm1+name,#adm2+name,#adm3+name,#loc+name,#geo+lat,#geo+lon,#geo+precision+code,#meta+source,,#description,#affected+killed,#date+updated,#country+code
2019-02,6134684,706,SOM27939,27939,2019-02-25,2019,1,Riots,Violent demonstration,Rioters (Somalia),Students (Somalia),5,,,0,50,Eastern Africa,Somalia,Woqooyi Galbeed,Hargeysa,,Hargeysa,9.5598,44.0668,1,Undisclosed Source,Local partner-Other,25 February. Students of Mohamud Ahmed-Ali Secondary School burnt tires and blocked roads in demonstration against the school's intrusion about their hairstyles. [size=no report],0,1571260125,SOM
2019-02,5599229,356,IND47013,47013,2019-02-24,2019,1,Violence against civilians,Attack,Unidentified Armed Group (India),,3,Civilians (India),Students (India),7,37,Southern Asia,India,Uttar Pradesh,Varanasi,Varanasi,Varanasi,25.3166,83.0104,1,United News of India,National,"On February 24, a student leader at Uday Pratap College was found shot dead in Varanasi (Uttar Pradesh). Although a motive is unclear he was preparing to contest the upcoming student union elections.",1,1563366761,IND
2019-02,6028295,356,IND47020,47020,2019-02-24,2019,1,Riots,Mob violence,Rioters (India),Students (India),5,Rioters (India),Students (India),5,55,Southern Asia,India,Uttar Pradesh,Varanasi,Varanasi,Varanasi,25.3166,83.0104,1,Asian News International; Hindustan Times,National,"On February 24, two groups of students at the Banaras Hindu University in Varanasi (Uttar Pradesh) clashed after a student was assaulted. Students threw stones at each other and the police were called to control the crowd; unspecified number of persons received injuries. [size=no report]",0,1571164376,IND
2019-02,5924061,764,THA3077,3077,2019-02-24,2019,1,Riots,Mob violence,Rioters (Thailand),,5,Civilians (Thailand),Private Security Forces (Thailand); Students (Thailand); Teachers (Thailand),7,57,South-Eastern Asia,Thailand,Bangkok,Bang Khun Thian,,Bang Khun Thian,13.6630,100.4341,1,Bangkok Post,National,"On 24 February 2019, a group of 24 young men raided and disturbed a secondary school's admissions exam by ordering the students and teachers to leave, damaging the room and injuring a security guard at Matthayom Wat Sing School in Bang Khuntian district in Bangkok when complaints about the noise of their music were lodged. In total, 12 people reported being injured and some schoolgirls and teachers alleged sexual harassment. [size=24]",0,1567515037,THA
2019-02,6129484,887,YEM28891,28891,2019-02-24,2019,1,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,,,0,80,Middle East,Yemen,Hajjah,Kushar,,Shahr,16.2294,43.4214,1,Twitter,New media,"On 24 February, coalition airstrikes targeted a school in Bani Shahr area of Kushar district. No injuries nor fatalities reported.",0,1571164645,YEM
2019-02,4559167,434,LBY7397,7397,2019-02-23,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Libya),,3,Civilians (Libya),Teachers (Libya); Labour Group (Libya),7,37,Northern Africa,Libya,South,Sebha,,Samnu,27.2746,14.8819,2,Libya24,National,"On February 23, unknown gunmen chased by car and shot dead a university professor in front of his four-year-old son on the road between Samnu and Al Bawanis (coded as Samnu at geoprecision 2).",1,1552576396,LBY
2019-02,5599098,356,IND46880,46880,2019-02-23,2019,1,Riots,Violent demonstration,Rioters (India),ABVP: Akhil Bharatiya Vidyarthi Parishad; Students (India),5,Police Forces of India (2014-),,1,15,Southern Asia,India,Odisha,Khordha,Bhubaneswar,Bhubaneswar,20.2724,85.8338,1,Hindustan Times,National,"On February 23, members of the ABVP gheraoed the residence of school and mass education minister in Bhubaneswar city (Khordha, Odisha), after the question paper of MIL (Odia) leaked on social media minutes after students sat writing the annual high school certificate examination. They clashed with the police and more than 50 activists were arrested. [size = more than 50]",0,1563366761,IND
2019-02,5608676,586,PAK47623,47623,2019-02-23,2019,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Pakistan),,3,Police Forces of Pakistan (2018-),,1,13,Southern Asia,Pakistan,Khyber Pakhtunkhwa,North Waziristan,Mir Ali,Mir Ali,32.9705,70.2785,1,Pakistan Today,National,"On February 23, a remote-controlled explosion targeted a vehicle of security officials on a routine patrolling mission near Golden Aero School in Mir Ali town (North Waziristan, KP), injuring three security personnel.",0,1563366790,PAK
2019-02,5119240,710,SAF10730,10730,2019-02-23,2019,1,Riots,Violent demonstration,Rioters (South Africa),,5,,,0,50,Southern Africa,South Africa,Eastern Cape,Buffalo City,Buffalo City,King Williams Town,-32.8803,27.3945,1,Daily Dispatch (South Africa),National,"23 February. The appointment of three new teachers at the Breidbach Primary School, King William's Town, have sparked protests. Angry parents, who demanded the appointment of three more teachers, have burned tyres and rubble outside the school gates. [size=no report].",0,1554749631,ZAF
2019-02,5587785,50,BGD14631,14631,2019-02-23,2019,1,Riots,Mob violence,Rioters (Bangladesh),BCL: Bangladesh Chhatra League; Students (Bangladesh),5,Rioters (Bangladesh),BCL: Bangladesh Chhatra League; Students (Bangladesh),5,55,Southern Asia,Bangladesh,Chittagong,Chittagong,Chittagong,Chittagong,22.3571,91.7823,1,Daily Star (Bangladesh),National,"On Feb 23, at least seven activists of BCL were injured in a clash between rival rioting BCL factions at Chittagong university. Both groups attacked each other with brickbats over a personal enmity. [size=no report]",0,1563366745,BGD
2019-02,5599186,356,IND46970,46970,2019-02-23,2019,1,Riots,Violent demonstration,Rioters (India),Students (India),5,,,0,50,Southern Asia,India,Telangana,Hyderabad,Hyderabad,Hyderabad,17.3840,78.4563,1,Times of India,National,"On 23 Feb, in Hyderabad city (Hyderabad, Telangana), parents and students of the Maheshwara Medical College and Hospital staged a strike and demonstration at the Patancheru campus and forcibly closed down the hospital to express the disappointment for the delays in resumption of classes at the College. [size=300]",0,1563366761,IND
2019-02,5587781,50,BGD14627,14627,2019-02-22,2019,1,Riots,Mob violence,Rioters (Bangladesh),BCL: Bangladesh Chhatra League; Students (Bangladesh),5,Rioters (Bangladesh),BCL: Bangladesh Chhatra League; Students (Bangladesh),5,55,Southern Asia,Bangladesh,Chittagong,Chittagong,Hathazari,Fatehpur,22.4822,91.8142,1,New Age (Bangladesh),National,"On Feb 22, at least 10 people were injured in a clash between two rioting factions of BCL at Chittagong university, Fatehpur (Hathazari, Chittagong). The clash ensued when the news about abduction of one of the CU leader of BCL spread.",0,1563366745,BGD
2019-02,5650205,887,YEM28826,28826,2019-02-22,2019,1,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,,,0,80,Middle East,Yemen,Hajjah,Qarah,,Al Masabih,16.2834,43.5071,1,Ansar Allah,National,"On 22 February, 2 Saudi-led coalition airstrikes reportedly targeted a school in Al Masabih area of Qarah district, east of Hajjah border governorate, northwestern Yemen. No casualties reported.",0,1563908696,YEM
2019-02,5737562,4,AFG16692,16692,2019-02-22,2019,1,Violence against civilians,Attack,Police Forces of Afghanistan (2004-) National Directorate of Security,Military Forces of Afghanistan (2004-),1,Civilians (Afghanistan),,7,17,Southern Asia,Afghanistan,Wardak,Maidan Shar,,Maidan Shar,34.3956,68.8662,3,Afghan Islamic Press News Agency,National,"On 22-February-2019, local sources claimed that at least 18 civilians were killed and 1 school, 1 mosque, and 3 houses were destroyed in operations conducted by National Directorate of Security and Afghan Military Forces in Wardak province. The Afghan Ministry of Defense claims that 18 militants were killed and the Taliban claims that 20 civilians were killed.",18,1567462118,AFG
2019-02,5242183,854,BFO1493,1493,2019-02-21,2019,1,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims and/or Islamic State (Greater Sahara),,2,Civilians (Burkina Faso),,7,27,Western Africa,Burkina Faso,Est,Gourma,Diapangou,Ountadini,12.0667,0.3167,1,Infowakat,National,"On February 21, presumed JNIM and/or ISGS militants burned the school in Toudeni (Ountadini) and looted the cantine.",0,1561468964,BFA
2019-02,5649403,275,PSE4719,4719,2019-02-21,2019,1,Violence against civilians,Attack,Military Forces of Israel (2009-),Settlers (Israel),8,Civilians (Palestine),Students (Paestine),7,78,Middle East,Palestine,West Bank,Hebron,,Hebron,31.5294,35.0938,1,Palestine News and Information Agency,National,"On Feb 21 2019, Israeli forces together with Israeli Settlers, attacked an elementary school in the Old City of Hebron, in the southern occupied West Bank with tear gas canisters. At least 30 students suffered from tear-gas inhalation and one is in critical condition.",0,1563908695,PSE
2019-02,5902466,275,PSE4720,4720,2019-02-21,2019,1,Violence against civilians,Attack,Military Forces of Israel (2009-),Rioters (Israel); Settlers (Israel),8,Civilians (Palestine),Students (Paestine),7,78,Middle East,Palestine,West Bank,Salfit,,Urif,32.1595,35.2223,1,Ma'an News Agency; Palestine News and Information Agency,National,"On Feb 21 2019, Israeli Settlers together with Israeli soldiers, attacked a secondary school in Urif south of the northern West Bank city of Nablus. Israeli Settlers threw rocks and Soldiers fired tear-gas at Palestinian students as they were leaving the school. Settlers also attacked a number of Palestinian owned houses in the area and smashed the windows.",0,1567462431,PSE
2019-02,5905334,729,SUD12046,12046,2019-02-21,2019,2,Strategic developments,Arrests,Police Forces of Sudan (1989-) National Intelligence and Security Services,,1,Civilians (Sudan),SPA: Sudan Professionals Association; NUP: National Umma Party; Communist Party; Sudanese Baath Party; Teachers (Sudan); Students (Sudan),7,17,Northern Africa,Sudan,Khartoum,Khartoum,,Khartoum,15.5725,32.5364,1,Radio Dabanga; Sudan Tribune,National,"On Feb 21st, authorities (recorded here as NISS) arrested around 26 politicians (one of whom is also a university professor) in addition to student activsits in Khartoum, including members of the Sudanese Professionals Associations, senior figures from the NUP, Communist Party and Baath Party. Six of the detained were released that night. On Feb 18th, NISS also detained a Darfuri student activist in Khartoum.",0,1567462435,SDN
2019-02,5649606,887,YEM28783,28783,2019-02-21,2019,1,Explosions/Remote violence,Shelling/artillery/missile attack,National Resistance Forces,,3,,,0,30,Middle East,Yemen,Al Hudaydah,Al Hawak,,Al Hudaydah-Al Hudaydah University,14.7760,42.9560,1,Ansar Allah,National,"On 21 February, anti-Houthi forces reportedly fired heavy machine guns from their new fortifications towards the university of Al Hudaydah, southeast of Al Hudaydah city, western Yemen. No casualties reported.",0,1563908695,YEM
2019-02,5649497,887,YEM28782,28782,2019-02-21,2019,1,Explosions/Remote violence,Shelling/artillery/missile attack,National Resistance Forces,,3,,,0,30,Middle East,Yemen,Al Hudaydah,Al Hawak,,Al Hudaydah-Al Hudaydah International Airport,14.7530,42.9763,2,Ansar Allah,National,"On 21 February, anti-Houthi forces reportedly shelled the Airport School, southwest of Al Hudaydah city, western Yemen. No casualties reported.",0,1563908695,YEM
2019-02,6330920,887,YEM28791,28791,2019-02-21,2019,1,Explosions/Remote violence,Air/drone strike,Operation Restoring Hope,,8,,,0,80,Middle East,Yemen,Hajjah,Khayran Al Muharraq,,As Sawdah,16.1695,43.3740,1,Al Ahd News,National,"On 21 February, 2 Saudi-led coalition airsrtikes reportedly targeted Bani Shar and a school in As Sawdah area of Khayran al Muharraq district, east of Hajjah governorate, northwestern Yemen. No casualties reported.",0,1572905408,YEM
2019-02,5608642,586,PAK47589,47589,2019-02-21,2019,1,Battles,Armed clash,Unidentified Armed Group (Pakistan),,3,Private Security Forces (Pakistan),,8,38,Southern Asia,Pakistan,Khyber Pakhtunkhwa,Haripur,Haripur,Haripur,34.0011,72.9372,2,Dawn (Pakistan),National,"On February 21, a security guard returned fire at an unidentified armed man when he opened fire at a primary school for girls in Bhatt village near Haripur city (Haripur, Punjab). No fatalities or injuries reported.",0,1563366790,PAK
2019-02,5598982,356,IND46764,46764,2019-02-20,2019,1,Riots,Mob violence,Rioters (India),Shiv Sena,5,Civilians (India),Kashmiri Communal Group (India); Students (India),7,57,Southern Asia,India,Maharashtra,Yavatmal,Yavatmal,Yavatmal,20.3932,78.1320,1,Indian Express; Pioneer (India); Economic Times (India),National,"On 20 Feb, in Yavatmal city (Yavatmal, Maha), at least two Kashmiri students from Dayabhai Patel College were repeatedly slapped, punched, and were forced to say pro-India remarks by Yuva Sena activists (youth wing of Shiv Sena) in relation to the Pulwama attack in J&K. The attackers were later arrested and suspended from the party.",0,1563366761,IND
2019-02,5646510,104,MMR6507,6507,2019-02-20,2019,1,Battles,Armed clash,Military Forces of Myanmar (2016-),,1,AA: Arakan Army,,2,12,South-Eastern Asia,Myanmar,Rakhine,Sittwe,Rathedaung,Rathedaung,20.4817,92.7555,2,Irrawaddy; Mizzima,National,"On 20 February 2019, near Minbu Village, in Rathedaung Township, in Rakhine State, fighting broke out between AA and Myanmar's military. Students were trapped inside the school during the gunfire exchange between the two forces. A young woman of Minbu village died from the gunfire amidst the fighting. One other girl was injured and two villagers were taken away by the military",1,1563908692,MMR
2019-02,6065585,524,NEP4887,4887,2019-02-20,2019,1,Riots,Mob violence,Rioters (Nepal),Vigilante Group (Nepal),5,Civilians (Nepal),Teachers (Nepal); Students (Nepal),7,57,Southern Asia,Nepal,Central,Bagmati,Kathmandu,Kirtipur,27.6787,85.2775,1,COCAP-Nepal Monitor,Local partner-National,"On February 20, about 50 students smeared soot on the face of assistant dean of Tribhuwan University in Kirtipur city (Kathmandu district, Bagmati), after he was allegedly caught trying to molest a 16-year-old girl. [size=50]",0,1571164556,NPL
